Time,Time (ms),Motor speed (rpm),BLDC Q curent for monitoring,Filtered Q current (A),BLDC Ph A amps (abs) (A),BLDC Ph B amps (abs) (A),BLDC Ph C amps (abs) (A),Purge pressure (mHg),ivp purge temperature (C),Purge add flow rate (mlph),Purge add speed (rpm),Purge circulate flow rate (mlph),Purge circulate speed (rpm),BLDC watts (W),Flow_Original (lpm),Input pressure (mmHg),Output pressure (mmHg),Net pressure (mmHg),Flow (lpm)
Sun Jan 29 2023,17316,20001.14,0.6291842,0.6303053,0.4320654,0.450989,0.4484622,117.6,27.8,20,9.621398,800,103.1779,6.395171,3.905843994,-19.7490798,-55.279422,-33.3603422,4.150490543
Sun Jan 29 2023,23453,20001.09,0.6231039,0.6233009,0.43077,0.4509665,0.446497,99.9,27.7,20,9.621398,800,103.1779,6.511681,3.922747803,-19.7490798,-55.729458,-33.8103782,4.168958596
Sun Jan 29 2023,29594,19999.45,0.6192108,0.6189133,0.428687,0.444481,0.4412975,97.3,27.6,20,9.621398,800,103.1779,6.404435,3.910645752,-19.7190774,-55.054404,-33.1653266,4.155736646
Sun Jan 29 2023,35736,20001.91,0.6145747,0.6139846,0.4277498,0.4459297,0.438709,94.6,27.6,20,9.621398,800,103.1779,6.440968,3.951038818,-19.9065924,-55.50444,-33.4278476,4.199867604
Sun Jan 29 2023,41873,20001.97,0.6149753,0.61607,0.423921,0.4399017,0.4344126,91.5,27.5,20,9.621398,800,103.1779,6.342422,3.907023193,-19.87659,-55.279422,-33.232832,4.151778863
Sun Jan 29 2023,48016,20001.61,0.613158,0.6131055,0.421764,0.4422498,0.4334013,89.2,27.4,20,9.621398,800,103.1779,6.446076,3.922037598,-19.5915672,-54.829386,-33.0678188,4.16818267
Sun Jan 29 2023,54141,20000.93,0.6115583,0.6120284,0.4259413,0.4437898,0.4377855,87.7,27.3,20,9.621398,800,103.1779,6.522604,3.923021729,-19.6065684,-56.554524,-34.7779556,4.16925787
Sun Jan 29 2023,60281,20000.38,0.6145224,0.6144388,0.425521,0.4422208,0.4377598,92.4,27.3,20,9.621398,800,103.1779,6.468748,3.91045166,-19.651572,-55.87947,-34.057898,4.155524593
Sun Jan 29 2023,66423,19998.45,0.6157172,0.6163475,0.4249454,0.4421802,0.4380785,89.9,27.2,20,9.621398,800,103.1779,6.533889,3.909359131,-19.464057,-55.50444,-33.870383,4.154330963
Sun Jan 29 2023,72563,19996.66,0.6131476,0.6116329,0.4198307,0.4410987,0.4332883,86.4,27.2,20,9.621398,800,103.1779,6.299922,3.932777344,-19.3965516,-55.12941,-33.5628584,4.17991625
Sun Jan 29 2023,78704,19998.43,0.6144496,0.6148722,0.4230658,0.4384525,0.4363732,87.8,27.1,20,9.621398,800,103.1779,6.11536,3.895689209,-19.5990678,-54.904392,-33.1353242,4.139396055
Sun Jan 29 2023,84831,20000.83,0.6112244,0.6121961,0.4254555,0.4387003,0.4377132,90.9,27.1,20,9.621398,800,103.1779,6.198946,3.91593042,-19.3740498,-54.829386,-33.2853362,4.161510346
Sun Jan 29 2023,90985,20001.03,0.6123191,0.6115723,0.4228372,0.443787,0.4354891,86.4,27,20,9.621398,800,103.1779,6.296572,3.876247559,-19.5465636,-54.75438,-33.0378164,4.118155314
Sun Jan 29 2023,97126,20002.13,0.6114115,0.6102956,0.426806,0.4447891,0.4368318,88.4,27,20,9.621398,800,103.1779,6.310223,3.893937744,-19.614069,-54.229338,-32.445269,4.137482513
Sun Jan 29 2023,103267,19998.58,0.6119471,0.6115306,0.423519,0.4409567,0.4359606,93.5,27,20,9.621398,800,103.1779,6.402747,3.877536133,-19.5165612,-55.804464,-34.1179028,4.11956313
Sun Jan 29 2023,109408,19999.5,0.610288,0.6095933,0.4220955,0.4423627,0.4361422,91.2,27,20,9.621398,800,103.1779,6.484569,3.913776855,-19.1415312,-54.154332,-32.8428008,4.159157495
Sun Jan 29 2023,115549,19998.81,0.6138868,0.6136047,0.4222744,0.4405335,0.4346366,89.2,26.9,20,9.621398,800,103.1779,6.409214,3.881879883,-19.389051,-54.679374,-33.120323,4.124308842
Sun Jan 29 2023,121689,20000.56,0.6118098,0.6109593,0.4234608,0.4415413,0.4371597,93.2,26.9,20,9.621398,800,103.1779,6.435826,3.887313965,-19.1340306,-54.304344,-33.0003134,4.130245783
Sun Jan 29 2023,127816,20000,0.6120991,0.6114333,0.4216928,0.4408797,0.4342905,91.5,26.9,20,9.621398,800,103.1779,6.498848,3.879229248,-19.3740498,-55.12941,-33.5853602,4.121412923
Sun Jan 29 2023,133955,19997.91,0.6141195,0.6146939,0.4216289,0.4388932,0.4335992,94.3,26.8,20,9.621398,800,103.1779,6.507647,3.863055176,-19.3215456,-54.679374,-33.1878284,4.103742135
Sun Jan 29 2023,140095,19999.67,0.612514,0.612392,0.4251042,0.4433712,0.4366431,88.7,26.8,20,9.621398,800,103.1779,6.48582,3.865496582,-19.2615408,-53.329266,-31.8977252,4.106409464
Sun Jan 29 2023,146236,19999.77,0.6127346,0.6124281,0.4221717,0.440128,0.4340761,94.1,26.8,20,9.621398,800,103.1779,6.402159,3.823540771,-19.0815264,-54.229338,-32.9778116,4.060571148
Sun Jan 29 2023,152374,19999.5,0.613007,0.6125906,0.4231665,0.4430457,0.4359898,93.1,26.7,20,9.621398,800,103.1779,6.470866,3.858703369,-19.014021,-53.179254,-31.995233,4.098987621
Sun Jan 29 2023,158517,20000.07,0.6128537,0.6129438,0.4233457,0.4431228,0.4382022,86.5,26.7,20,9.621398,800,103.1779,6.464078,3.881848389,-19.0965276,-53.929314,-32.6627864,4.124274433
Sun Jan 29 2023,164658,19998.88,0.6105191,0.6103941,0.4197721,0.4387816,0.432457,93.6,26.7,20,9.621398,800,103.1779,6.357704,3.831458008,-18.8790102,-53.179254,-32.1302438,4.069221029
Sun Jan 29 2023,170783,20000.86,0.6107403,0.6106907,0.4216743,0.4394237,0.433731,89.1,26.7,20,9.621398,800,103.1779,6.359936,3.831894287,-18.8340066,-52.5042,-31.5001934,4.069697681
Sun Jan 29 2023,176923,20003.33,0.6122467,0.6125527,0.4245211,0.4406832,0.435658,88.2,26.7,20,9.621398,800,103.1779,6.384587,3.822046143,-18.601488,-52.354188,-31.5827,4.058938209
Sun Jan 29 2023,183065,20001.51,0.611392,0.6098371,0.4233446,0.4404315,0.4352328,93.2,26.6,20,9.621398,800,103.1779,6.517334,3.801024414,-18.7439994,-52.279182,-31.3651826,4.035971172
Sun Jan 29 2023,189204,19996.59,0.615497,0.6147789,0.4240543,0.4442274,0.4361154,93.7,26.6,20,9.621398,800,103.1779,6.594728,3.801729492,-18.5114808,-51.37911,-30.6976292,4.036741497
Sun Jan 29 2023,195331,19997.07,0.6153456,0.6166016,0.4230679,0.4428421,0.438208,94.5,26.6,20,9.621398,800,103.1779,6.263225,3.782125977,-18.37647,-49.278942,-28.732472,4.015323912
Sun Jan 29 2023,201470,20002.29,0.6116084,0.6114841,0.4236789,0.4458574,0.4391317,91,26.6,20,9.621398,800,103.1779,6.373235,3.771602539,-18.5189814,-49.87899,-29.1900086,4.003826657
Sun Jan 29 2023,207611,19997.33,0.6164988,0.6174605,0.4217492,0.4424574,0.4384537,93.4,26.6,20,9.621398,800,103.1779,6.458158,3.707724365,-18.0914472,-48.078846,-27.8173988,3.934037327
Sun Jan 29 2023,213751,20000.11,0.6130087,0.6132169,0.4259038,0.4449848,0.438311,94.3,26.6,20,9.621398,800,103.1779,6.342088,3.706403076,-17.7839226,-48.453876,-28.4999534,3.932593768
Sun Jan 29 2023,219893,20000.11,0.6122566,0.6124281,0.4248135,0.4436283,0.4354955,96.2,26.6,20,9.621398,800,103.1779,6.401476,3.696579102,-17.5064004,-47.703816,-28.0274156,3.921860703
Sun Jan 29 2023,226019,20000.23,0.6166662,0.6164445,0.4232063,0.4444224,0.435153,93.9,26.5,20,9.621398,800,103.1779,6.503722,3.676864746,-17.513901,-46.728738,-27.044837,3.900322021
Sun Jan 29 2023,232159,20002.05,0.6139662,0.6133907,0.4258456,0.4437873,0.4358259,95.3,26.5,20,9.621398,800,103.1779,6.651047,3.656442627,-17.0188614,-46.278702,-27.0898406,3.878010081
Sun Jan 29 2023,238299,20000.93,0.6148159,0.6152681,0.4270239,0.4444844,0.4357935,95.1,26.5,20,9.621398,800,103.1779,6.560622,3.64362085,-16.8313464,-44.178534,-25.1771876,3.864001802
Sun Jan 29 2023,244439,20000.23,0.6146856,0.6158231,0.4270323,0.4452153,0.4397142,97.9,26.5,20,9.621398,800,103.1779,6.5574,3.652310303,-16.463817,-42.903432,-24.269615,3.87349536
Sun Jan 29 2023,250580,20001.77,0.6141918,0.6143374,0.4257901,0.445693,0.4396045,97.6,26.5,20,9.621398,800,103.1779,6.565131,3.646050293,-16.8613488,-43.053444,-24.0220952,3.866656061
Sun Jan 29 2023,256721,19997.46,0.6157879,0.6160076,0.4246562,0.4431002,0.4379848,99.8,26.5,20,9.621398,800,103.1779,6.428675,3.571058838,-16.3063044,-41.028282,-22.5519776,3.78472505
Sun Jan 29 2023,262855,19999.34,0.6198906,0.6184855,0.4270153,0.4438899,0.4376351,98.5,26.5,20,9.621398,800,103.1779,6.494429,3.530237549,-15.9987798,-37.728018,-19.5592382,3.740126241
Sun Jan 29 2023,268986,20000.88,0.6180557,0.6171848,0.4268784,0.4469478,0.4386132,100.6,26.5,20,9.621398,800,103.1779,6.407556,3.502699219,-15.826266,-38.103048,-20.106782,3.71003957
Sun Jan 29 2023,275129,20001.04,0.6183793,0.6193013,0.4279628,0.4455751,0.439906,103.8,26.4,20,9.621398,800,103.1779,6.393768,3.484727783,-15.488739,-36.902952,-19.244213,3.690405095
Sun Jan 29 2023,281269,19999.27,0.6174384,0.6172621,0.4261412,0.4449935,0.4395151,105.2,26.4,20,9.621398,800,103.1779,6.518509,3.433338623,-14.9561964,-34.052724,-16.9265276,3.634260486
Sun Jan 29 2023,287410,19999.95,0.6195331,0.620006,0.4266523,0.4489041,0.4407789,103.3,26.4,20,9.621398,800,103.1779,6.339566,3.393166992,-14.7536802,-32.852628,-15.9289478,3.590371454
Sun Jan 29 2023,293550,20001.93,0.6173117,0.6174143,0.4264617,0.4436963,0.4408444,108.3,26.4,20,9.621398,800,103.1779,6.401896,3.379729004,-14.513661,-34.352748,-17.669087,3.575689942
Sun Jan 29 2023,299691,20001.39,0.6230496,0.6241558,0.4325722,0.4484248,0.4433768,110.1,26.4,20,9.621398,800,103.1779,6.508362,3.32585376,-13.8086046,-29.327346,-13.3487414,3.516829192
Sun Jan 29 2023,305818,19999.99,0.6192029,0.6184054,0.4272314,0.4437452,0.4399215,109.6,26.4,20,9.621398,800,103.1779,6.498598,3.251843994,-13.9736178,-29.25234,-13.1087222,3.435970714
Sun Jan 29 2023,311956,19998.99,0.6213471,0.6206318,0.4305494,0.4455918,0.4390853,111.8,26.4,20,9.621398,800,103.1779,6.554971,3.218851807,-12.9085326,-26.402112,-11.3235794,3.399925496
Sun Jan 29 2023,318097,20002.71,0.6201563,0.6196871,0.4279096,0.4469874,0.4402621,113.6,26.4,20,9.621398,800,103.1779,6.49242,3.152536865,-12.6910152,-25.50204,-10.6410248,3.327473905
Sun Jan 29 2023,324237,20001.3,0.62065,0.6218182,0.4295444,0.4477547,0.4429864,116.5,26.4,20,9.621398,800,103.1779,6.586429,3.076026611,-12.6085086,-21.151692,-6.3731834,3.243883548
Sun Jan 29 2023,330375,19994.03,0.6275514,0.6294613,0.4298684,0.4486054,0.4414446,114.3,26.4,20,9.621398,800,103.1779,6.505867,3.030127441,-11.7609408,-17.776422,-3.8454812,3.193736962
Sun Jan 29 2023,336518,20003.45,0.6230723,0.6238353,0.4323891,0.4505388,0.4449735,118.5,26.4,20,9.621398,800,103.1779,6.522983,2.950044189,-11.0858868,-16.12629,-2.8704032,3.106242969
Sun Jan 29 2023,342659,19996.95,0.6255361,0.6256606,0.4299007,0.4490775,0.4451531,117.4,26.4,20,9.621398,800,103.1779,6.608319,2.913804199,-10.7858628,-13.951116,-0.9952532,3.066649404
Sun Jan 29 2023,348800,20003.68,0.6244766,0.6252058,0.4344037,0.4509237,0.4453696,123.3,26.4,20,9.621398,800,103.1779,6.594496,2.808910645,-9.5932674,-8.25066,3.5126074,2.952049213
Sun Jan 29 2023,354941,20003.02,0.6250323,0.6244177,0.4340804,0.4488355,0.444616,127,26.3,20,9.621398,800,103.1779,6.451172,2.766358154,-9.563265,-6.37551,5.357755,2.905559002
Sun Jan 29 2023,361081,20001.21,0.6285178,0.6277329,0.4355448,0.4520389,0.4462226,125.3,26.3,20,9.621398,800,103.1779,6.408659,2.58853125,-8.5956876,-1.050084,9.7156036,2.711276357
Sun Jan 29 2023,367223,19999.3,0.6294731,0.6292354,0.4334456,0.4515537,0.4454865,127.9,26.3,20,9.621398,800,103.1779,6.327051,2.525539307,-8.1681534,1.50012,11.8382734,2.642455268
Sun Jan 29 2023,373352,19999.89,0.6287416,0.6282929,0.4363615,0.4564862,0.4500853,132.9,26.3,20,9.621398,800,103.1779,6.490475,2.410283936,-7.4855988,6.00048,15.6560788,2.516534399
Sun Jan 29 2023,379488,20000.44,0.6314626,0.6317459,0.4357926,0.45739,0.4505126,139.5,26.3,20,9.621398,800,103.1779,6.696476,2.27620874,-6.7355388,10.275822,19.1813608,2.370052158
Sun Jan 29 2023,385629,20000.21,0.6379293,0.6379592,0.4388603,0.4572873,0.4540548,139.1,26.3,20,9.621398,800,103.1779,6.894636,2.046040771,-5.3404272,18.151452,25.6618792,2.118584914
Sun Jan 29 2023,391771,19999.99,0.6448628,0.6444659,0.4428902,0.4612613,0.4568534,138.8,26.3,20,9.621398,800,103.1779,6.840058,1.874761841,-4.4703576,25.427034,32.0673916,1.931456179
Sun Jan 29 2023,397912,19998.62,0.6466657,0.6475658,0.4484232,0.4675386,0.4617262,147.7,26.3,20,9.621398,800,103.1779,6.92164,1.665488037,-3.5177814,32.702616,38.3903974,1.702816603
Sun Jan 29 2023,404052,20001.54,0.6493557,0.648827,0.4495056,0.4710152,0.4642733,149.1,26.3,20,9.621398,800,103.1779,6.750935,1.455477295,-2.5052004,38.703096,43.3782964,1.455477295
Sun Jan 29 2023,410193,20000.06,0.6519209,0.6527369,0.4513371,0.4705164,0.4625095,150.1,26.3,20,9.621398,800,103.1779,6.792055,1.242147339,-1.650132,44.703576,48.523708,1.242147339
Sun Jan 29 2023,416321,20001.14,0.653491,0.6538532,0.4538835,0.4704789,0.4633949,152.2,26.3,20,9.621398,800,103.1779,6.766809,1.00840509,-0.9525762,50.104008,53.2265842,1.00840509
Sun Jan 29 2023,422458,20000.99,0.6550027,0.6544098,0.4554314,0.4748698,0.4661377,158.2,26.3,20,9.621398,800,103.1779,6.933942,0.776057922,-0.3450276,54.829386,57.3444136,0.756249022
Sun Jan 29 2023,428599,19999.53,0.6586426,0.6594512,0.4584112,0.4752888,0.4702193,160,26.3,20,9.621398,800,103.1779,6.890757,0.4575737,0.0300024,61.12989,63.2698876,0.4377648
Sun Jan 29 2023,434739,19999.66,0.6630681,0.6644008,0.4573968,0.4775169,0.4702771,160.2,26.2,20,9.621398,800,103.1779,6.79016,0.258661133,0.4800384,64.280142,65.9701036,0.238852233
Sun Jan 29 2023,440879,19997.88,0.6653983,0.6650314,0.4602686,0.4768428,0.4709933,166.4,26.2,20,9.621398,800,103.1779,7.004077,0.104666603,0.4350348,66.455316,68.1902812,0.084857703
Sun Jan 29 2023,458193,25001.31,0.8244675,0.8237873,0.5721048,0.5935349,0.5883297,99.1,26.2,20,9.621398,800,103.1779,10.68109,4.004012451,-20.5366428,-46.803744,-24.0971012,4.257743309
Sun Jan 29 2023,464322,24998.73,0.8210367,0.8207988,0.5687587,0.5871226,0.586894,91.2,26.2,20,9.621398,800,103.1779,10.70536,4.007479492,-20.5216416,-46.578726,-23.8870844,4.261531183
Sun Jan 29 2023,470458,25001.11,0.8195586,0.8183241,0.569986,0.5928208,0.5811394,88.6,26.2,20,9.621398,800,103.1779,10.50149,4.009766602,-20.589147,-47.25378,-24.494633,4.264029937
Sun Jan 29 2023,476599,25000.93,0.8180202,0.8183722,0.5707025,0.5917525,0.5839002,81.1,26.2,20,9.621398,800,103.1779,10.491,4.008000732,-20.439135,-46.578726,-23.969591,4.262100658
Sun Jan 29 2023,482740,25001.32,0.8168854,0.8158875,0.5683647,0.5901504,0.5795347,77.2,26.2,20,9.621398,800,103.1779,10.58511,4.030618164,-20.5966476,-45.978678,-23.2120304,4.286811061
Sun Jan 29 2023,488878,24996.99,0.8210863,0.8223879,0.5670274,0.5899861,0.5841461,79.8,26.2,20,9.621398,800,103.1779,10.4501,4.017393311,-20.3791302,-46.278702,-23.7295718,4.272362406
Sun Jan 29 2023,495021,24997.24,0.8170584,0.8172218,0.5623854,0.5911733,0.5801269,82.1,26.2,20,9.621398,800,103.1779,10.71955,4.034436768,-20.3116248,-46.653732,-24.1721072,4.29098303
Sun Jan 29 2023,501146,25001.93,0.8169079,0.8168083,0.5641879,0.5880208,0.5838082,77.7,26.2,20,9.621398,800,103.1779,10.69794,4.022578857,-20.5441434,-47.103768,-24.3896246,4.278027813
Sun Jan 29 2023,507286,25001.53,0.8163999,0.8168247,0.5661162,0.5891809,0.5791479,77.2,26.2,20,9.621398,800,103.1779,10.71408,4.024599854,-20.439135,-47.028762,-24.419627,4.280235828
Sun Jan 29 2023,513427,24999.88,0.8175015,0.8179054,0.5631323,0.5847406,0.5803401,79.4,26.2,20,9.621398,800,103.1779,10.43829,4.031984375,-20.1991158,-46.728738,-24.3596222,4.288303698
Sun Jan 29 2023,519567,24999.68,0.8172188,0.8176627,0.5630869,0.5839667,0.5822034,76.7,26.2,20,9.621398,800,103.1779,10.47035,3.993530518,-20.25162,-46.278702,-23.5420568,4.246291399
Sun Jan 29 2023,525708,24999.18,0.8144396,0.8147622,0.564508,0.5837619,0.5809671,79.2,26.2,20,9.621398,800,103.1779,10.41542,3.991863525,-20.3566284,-46.87875,-24.3521216,4.244470147
Sun Jan 29 2023,531834,25001.41,0.8123471,0.8123777,0.5672715,0.5878726,0.5822403,78.9,26.2,20,9.621398,800,103.1779,10.31342,3.992782715,-20.3191254,-46.203696,-23.7145706,4.245474396
Sun Jan 29 2023,537974,25000.59,0.8147789,0.8150626,0.5650263,0.5848812,0.5753105,78.5,26.2,20,9.621398,800,103.1779,10.14945,3.993128906,-20.4841386,-46.203696,-23.5495574,4.245852623
Sun Jan 29 2023,544115,25001.18,0.8120682,0.8117366,0.565469,0.5886833,0.5801908,78.8,26.2,20,9.621398,800,103.1779,10.26474,3.980224854,-20.1841146,-46.278702,-23.9245874,4.231754456
Sun Jan 29 2023,550255,25000.94,0.8130801,0.8127418,0.5633422,0.5835813,0.5798,80,26.2,20,9.621398,800,103.1779,10.37734,3.972394287,-20.2366188,-46.428714,-24.0220952,4.223199265
Sun Jan 29 2023,556396,24997,0.8149076,0.8166645,0.5626385,0.5843711,0.5783825,76.5,26.2,20,9.621398,800,103.1779,10.45603,3.977917725,-20.0716056,-46.203696,-23.9620904,4.22923383
Sun Jan 29 2023,562537,25001.43,0.8144841,0.8151171,0.5608761,0.5856591,0.5805581,81.8,26.2,20,9.621398,800,103.1779,10.5078,3.987137207,-20.0191014,-46.428714,-24.2396126,4.239306465
Sun Jan 29 2023,568678,25000.37,0.8135473,0.8130268,0.560473,0.5857911,0.5793037,77.7,26.2,20,9.621398,800,103.1779,10.48638,3.935856201,-20.2966236,-45.903672,-23.4370484,4.183280019
Sun Jan 29 2023,574821,25001.15,0.8140858,0.8133073,0.5600194,0.5874059,0.5799994,76.7,26.2,20,9.621398,800,103.1779,10.3738,3.980148926,-20.1616128,-44.553564,-22.2219512,4.231671502
Sun Jan 29 2023,580961,24999.31,0.8157305,0.8157952,0.5615439,0.5867237,0.5829814,79.4,26.2,20,9.621398,800,103.1779,10.45027,3.957364258,-19.9665972,-45.228618,-23.0920208,4.206778387
Sun Jan 29 2023,587100,24998.71,0.8151978,0.8157896,0.5645427,0.5901317,0.5790764,80.8,26.2,20,9.621398,800,103.1779,10.51955,3.960859131,-19.8615888,-44.703576,-22.6719872,4.210596669
Sun Jan 29 2023,593241,24998.98,0.8155689,0.8157409,0.5630455,0.5885646,0.5803299,80.5,26.2,20,9.621398,800,103.1779,10.60483,3.958627686,-19.8840906,-44.853588,-22.7994974,4.20815873
Sun Jan 29 2023,599378,25000.34,0.8147773,0.8148067,0.564663,0.5856475,0.5799206,78.9,26.2,20,9.621398,800,103.1779,10.41154,3.955606201,-19.7415792,-44.62857,-22.7169908,4.204857644
Sun Jan 29 2023,605521,24999.9,0.81303,0.8126262,0.5628633,0.5835034,0.5808135,82.5,26.2,20,9.621398,800,103.1779,10.47903,3.946949951,-19.5690654,-43.653492,-21.9144266,4.195400362
Sun Jan 29 2023,611663,25002.12,0.8144612,0.8148845,0.5641503,0.5850311,0.582589,79.5,26.3,20,9.621398,800,103.1779,10.28709,3.951981445,-19.7865828,-44.853588,-22.8970052,4.20089746
Sun Jan 29 2023,617803,25001.35,0.8132995,0.8130024,0.5604975,0.5852758,0.581434,83.4,26.3,20,9.621398,800,103.1779,10.57144,3.932652832,-19.4790582,-41.703336,-20.0542778,4.179780216
Sun Jan 29 2023,623944,25002.7,0.8156034,0.8159071,0.562227,0.5845448,0.5820624,83.7,26.3,20,9.621398,800,103.1779,10.4058,3.91760498,-19.2615408,-42.303384,-20.8718432,4.163339867
Sun Jan 29 2023,630085,25002.9,0.8134411,0.8125604,0.5644953,0.5851838,0.5835016,84.2,26.3,20,9.621398,800,103.1779,10.39022,3.887464355,-19.1790342,-41.028282,-19.6792478,4.13041009
Sun Jan 29 2023,636224,25001.76,0.8144888,0.814242,0.5611004,0.5846159,0.5821868,82.8,26.3,20,9.621398,800,103.1779,10.45682,3.89898999,-19.3065444,-40.278222,-18.8016776,4.143002284
Sun Jan 29 2023,642351,25000.33,0.8159729,0.8158297,0.5642961,0.5859608,0.5809049,82.8,26.3,20,9.621398,800,103.1779,10.57449,3.871013916,-18.8190054,-39.978198,-18.9891926,4.11243736
Sun Jan 29 2023,648491,24999.55,0.8176877,0.8177976,0.5641116,0.5893496,0.5832812,80.7,26.3,20,9.621398,800,103.1779,10.65287,3.846920166,-17.7839226,-39.228138,-19.2742154,4.086114024
Sun Jan 29 2023,654631,25000.19,0.8164623,0.8163778,0.5649938,0.5885857,0.577368,88.3,26.3,20,9.621398,800,103.1779,10.63714,3.848760498,-17.5364028,-38.853108,-19.1467052,4.088124656
Sun Jan 29 2023,660772,25000.28,0.8166081,0.8159373,0.564329,0.5848643,0.5778692,85.1,26.3,20,9.621398,800,103.1779,10.51233,3.850499512,-16.7338386,-37.953036,-19.0491974,4.090024595
Sun Jan 29 2023,666912,25001.3,0.8152305,0.8142736,0.5649652,0.5853617,0.5805454,86.9,26.3,20,9.621398,800,103.1779,10.43333,3.816467041,-15.151212,-36.677934,-19.356722,4.052842829
Sun Jan 29 2023,673052,24999.38,0.8145696,0.8143337,0.5639422,0.5862117,0.583245,87.1,26.3,20,9.621398,800,103.1779,10.18352,3.780804932,-15.0087006,-36.00288,-18.8241794,4.01388062
