Time,Time_ms,Motor_speed_rpm,BLDC_Q_curent_for_monitoring,Filtered_Q_current_A,BLDC_Ph_A_amps_abs_A,BLDC_Ph_B_amps_abs_A,BLDC_Ph_C_amps_abs_A,Purge_pressure_mHg,ivp_purge_temperature_C,Purge_add_flow_rate_mlph,Purge_add_speed_rpm,Purge_circulate_flow_rate_mlph,Purge_circulate_speed_rpm,BLDC_watts_W,Flow_Original_lpm,Input_pressure_mmHg,Output_pressure_mmHg,Net_pressure_mmHg,Flow_lpm,Flow_from_M01_lpm,aortic_Pressure_mmHg,DC_Valve,Input_pressure_from_M04_mmHg,Output_pressure_from_M04_mmHg,Net_pressure_from_M04_mmHg
Thu_Mar_02_2023,72028,0,0,-4.34958E-05,0.01521792,0.0150664,0.01515562,169.4,27.1,20,9.621398,800,103.1779,0.92395,0,12.8935314,14.026122,3.1725906,0,0.065654834,-0.8,0.1,-5.1,11,-1.2
Thu_Mar_02_2023,133009,0,0,-8.24653E-06,0.01513269,0.01533071,0.01519839,172.2,27.1,20,9.621398,800,103.1779,0.4922312,0,12.5185014,14.026122,3.5476206,0,0.051832764,-0.8,0.11,-5.1,11.7,-0.5
Thu_Mar_02_2023,145239,0,0,-3.32986E-05,0.01491913,0.0151045,0.01511613,172.6,27.1,20,9.621398,800,103.1779,0.6338717,0.030664669,12.4359948,14.101128,3.7051332,0.010855769,0.025916382,-0.8,0.12,-5.1,11.8,-0.4
Thu_Mar_02_2023,151380,0,0,-2.93053E-05,0.01514171,0.01520155,0.01491186,174.3,27.1,20,9.621398,800,103.1779,0.7034161,0.134465027,12.3834906,13.576086,3.2325954,0.114656127,0.164137086,-0.8,0.13,-5.1,11.8,-0.4
Thu_Mar_02_2023,157524,0,0,1.52988E-05,0.01523361,0.01490096,0.0152059,172.7,27.1,20,9.621398,800,103.1779,0.7860317,0.346756012,12.3234858,12.150972,1.8674862,0.326947112,0.226336403,-0.8,0.14,-5.1,8.4,-3.8
Thu_Mar_02_2023,163662,0,0,2.84777E-06,0.01514197,0.01487729,0.01501764,171.7,27.1,20,9.621398,800,103.1779,0.9494302,0.614423889,12.2484798,9.450756,-0.7577238,0.594614989,0.509688846,-0.9,0.15,-5.1,8.1,-4.1
Thu_Mar_02_2023,169803,0,0,-3.89149E-06,0.01490792,0.01497553,0.01487322,171.3,27.1,20,9.621398,800,103.1779,0.8208835,0.848889099,12.0834666,6.450516,-3.5929506,0.829080199,0.831051983,-0.8,0.16,-5.1,4.7,-7.5
Thu_Mar_02_2023,175942,0,0,4.00768E-05,0.0150118,0.01482116,0.0147544,168.3,27.1,20,9.621398,800,103.1779,0.6439641,1.130769775,11.475918,2.775222,-6.660696,1.130769775,1.09367132,-0.8,0.17,-5.1,1.1,-11.1
Thu_Mar_02_2023,182076,0,0,2.80978E-06,0.01501888,0.0149312,0.01512777,164.7,27.1,20,9.621398,800,103.1779,0.4629829,1.434151123,9.5332626,-3.225258,-10.7185206,1.434151123,1.415034457,-0.9,0.18,-5.1,-4.9,-17.1
Thu_Mar_02_2023,188208,0,0,-9.35254E-06,0.01512049,0.01508535,0.01528881,161.1,27.1,20,9.621398,800,103.1779,0.8559969,1.579516724,6.37551,-6.150492,-10.486002,1.608889679,1.551527402,-0.9,0.19,-5.1,-7.8,-20
Thu_Mar_02_2023,194349,0,0,-4.44849E-07,0.01576261,0.01497703,0.01515268,159.4,27.1,20,9.621398,800,103.1779,0.6914455,1.876526489,3.862809,-12.676014,-14.498823,1.933384125,1.897079162,-0.8,0.2,-5.1,-13.7,-25.9
Thu_Mar_02_2023,200490,0,0,8.34923E-06,0.01536183,0.01487588,0.01493154,157,27.1,20,9.621398,800,103.1779,0.8134058,2.131564209,0.5475438,-18.301464,-16.8090078,2.212022516,2.047394178,-0.8,0.21,-5.1,-19.8,-32
Thu_Mar_02_2023,206630,0,0,3.62566E-05,0.01520558,0.01539178,0.01516574,149.7,27.1,20,9.621398,800,103.1779,0.8228235,2.309811035,-2.2351788,-22.87683,-18.6016512,2.406763941,2.278913857,-0.8,0.22,-5.1,-24.5,-36.7
Thu_Mar_02_2023,212770,0,0,1.00855E-05,0.01496789,0.01499747,0.01484426,146.2,27.1,20,9.621398,800,103.1779,0.9539126,2.563813232,-4.8903912,-31.052484,-24.1220928,2.684270985,2.501794742,-0.8,0.23,-5.1,-32.2,-44.4
Thu_Mar_02_2023,218912,0,0,-4.76897E-05,0.01517642,0.01511789,0.01520038,143.6,27.1,20,9.621398,800,103.1779,0.9314142,2.250141357,-8.3856708,-37.202976,-26.762304,2.341572553,2.771325115,-0.9,0.24,-5.1,-37.8,-50
Thu_Mar_02_2023,231114,0,0,6.54361E-05,0.01547963,0.01471293,0.01527564,135.3,27.1,20,9.621398,800,103.1779,0.7210861,2.937051758,-13.2460596,-43.353468,-28.0674084,3.092048244,2.900907025,-0.9,0.25,-5.1,-44.5,-56.7
Thu_Mar_02_2023,237255,0,0,-2.8161E-05,0.01530171,0.01520529,0.01524796,134.5,27.1,20,9.621398,800,103.1779,0.7120797,3.102757324,-15.9462756,-48.903912,-30.9176364,3.273087867,3.08059394,-0.8,0.26,-5.1,-49.8,-62
Thu_Mar_02_2023,243396,0,0,-2.91158E-05,0.01493943,0.01530577,0.01526388,131.5,27.1,20,9.621398,800,103.1779,0.4255866,3.236052002,-20.139111,-53.854308,-31.675197,3.418717363,3.122060152,-0.8,0.27,-5.1,-55.3,-67.5
Thu_Mar_02_2023,249525,0,0,3.93103E-06,0.01516227,0.01487114,0.01513564,131.5,27.1,20,9.621398,800,103.1779,0.8979615,3.286328857,-21.2717016,-55.354428,-32.0427264,3.473646736,3.192898262,-0.8,0.28,-5.1,-55.8,-68
Thu_Mar_02_2023,255661,0,0,-3.17242E-05,0.01513851,0.01504837,0.01498228,130.3,27.1,20,9.621398,800,103.1779,0.7116486,3.394307861,-23.3718696,-59.929794,-34.5179244,3.591617897,3.260280856,-0.9,0.29,-5.1,-59.2,-71.4
Thu_Mar_02_2023,261802,0,0,-3.39952E-05,0.01518045,0.01514896,0.01526527,128,27.1,20,9.621398,800,103.1779,0.6309898,3.486509033,-24.3319464,-63.830106,-37.4581596,3.692351178,3.386407248,-0.8,0.3,-5.1,-65,-77.2
Thu_Mar_02_2023,267943,0,0,3.4657E-05,0.01499222,0.01524168,0.01527499,127.2,27.1,20,9.621398,800,103.1779,0.7653137,3.54854541,-25.7120568,-67.355388,-39.6033312,3.760128275,3.472795188,-0.8,0.31,-5.1,-68.7,-80.9
Thu_Mar_02_2023,274084,0,0,6.90616E-05,0.01521921,0.01509001,0.01484697,123.1,27.1,20,9.621398,800,103.1779,0.5143826,3.605422363,-26.9571564,-69.455556,-40.4583996,3.822268506,3.553999852,-0.8,0.32,-5.1,-69.7,-81.9
Thu_Mar_02_2023,280224,0,0,3.95874E-05,0.01521515,0.01502764,0.01496582,122.4,27.1,20,9.621398,800,103.1779,0.5756355,3.691685791,-27.4671972,-72.38079,-42.8735928,3.916514576,3.695676073,-0.9,0.33,-5.1,-73.2,-85.4
Thu_Mar_02_2023,286365,0,0,1.99905E-05,0.01547767,0.01511697,0.01528483,119.5,27.1,20,9.621398,800,103.1779,0.6641484,3.710328857,-28.4572764,-74.105928,-43.6086516,3.936882833,3.740597802,-0.7,0.34,-5.1,-75.1,-87.3
Thu_Mar_02_2023,292505,0,0,1.97671E-05,0.01493065,0.01505015,0.014875,119.3,27.1,20,9.621398,800,103.1779,0.7636148,3.77523584,-29.3123448,-76.356108,-45.0037632,4.007796176,3.674942968,-0.9,0.35,-5.1,-77.2,-89.4
Thu_Mar_02_2023,298646,0,0,6.07577E-06,0.01515356,0.01498232,0.01486964,118.7,27.1,20,9.621398,800,103.1779,1.003446,3.792062744,-30.5049402,-78.906312,-46.3613718,4.026180208,3.795886084,-0.9,0.36,-5.1,-79.3,-91.5
Thu_Mar_02_2023,304786,0,0,2.89283E-05,0.01526517,0.01486583,0.01541003,115.3,27.1,20,9.621398,800,103.1779,0.8386323,3.864439941,-32.2600806,-81.306504,-47.0064234,4.105255044,3.804524878,-0.9,0.37,-5.1,-80.9,-93.1
Thu_Mar_02_2023,310928,0,0,1.61995E-05,0.01506869,0.01528743,0.01482682,114.4,27.1,20,9.621398,800,103.1779,0.7845478,3.124738281,-32.9051322,-82.356588,-47.4114558,3.297102897,3.868451953,-0.8,0.38,-5.1,-83.5,-95.7
Thu_Mar_02_2023,317066,0,0,3.13899E-05,0.01523386,0.01489239,0.01536985,113.1,27.1,20,9.621398,800,103.1779,0.9435708,3.960886719,-33.4976796,-82.956636,-47.4189564,4.21062681,3.904734888,-0.9,0.39,-5.1,-84.8,-97
Thu_Mar_02_2023,323209,0,0,3.47473E-05,0.01521257,0.01470546,0.01485344,113.7,27.1,20,9.621398,800,103.1779,0.565932,3.970387695,-34.6377708,-86.181894,-49.5041232,4.221006987,3.794158325,-0.8,0.4,-5.1,-85.9,-98.1
Thu_Mar_02_2023,329350,0,0,-3.43407E-05,0.01519518,0.01548565,0.01526299,111.1,27.1,20,9.621398,800,103.1779,0.597962,4.003511963,-35.4253338,-88.13205,-50.6667162,4.257196507,4.034316798,-0.9,0.41,-5.1,-87.5,-99.7
Thu_Mar_02_2023,335490,0,0,-4.60612E-05,0.01478054,0.0148965,0.01515356,110.9,27.1,20,9.621398,800,103.1779,0.5240601,4.059374268,-37.2104766,-89.557164,-50.3066874,4.318228196,4.025678004,-0.9,0.42,-5.1,-91.6,-103.8
Thu_Mar_02_2023,341631,0,0,2.91653E-05,0.01525284,0.01481905,0.0152908,109,27.1,20,9.621398,800,103.1779,0.5617102,4.08959375,-38.6805942,-92.107368,-51.3867738,4.351244128,3.96002317,-0.9,0.43,-5.1,-91.8,-104
Thu_Mar_02_2023,347771,0,0,4.92613E-06,0.01507686,0.01519785,0.01505738,106.2,27.1,20,9.621398,800,103.1779,0.9418913,4.11656543,-39.8056842,-93.082446,-51.2367618,4.380711712,3.961750928,-0.9,0.44,-5.1,-93,-105.2
Thu_Mar_02_2023,353913,0,0,2.68286E-05,0.01485576,0.01471298,0.01528704,105.3,27.1,20,9.621398,800,103.1779,0.9495897,4.16755957,-40.0982076,-95.25762,-53.1194124,4.436424746,4.118976979,-0.8,0.45,-5.1,-96,-108.2
Thu_Mar_02_2023,360045,0,0,7.0556E-07,0.01506091,0.01517498,0.01527796,104.9,27.1,20,9.621398,800,103.1779,0.8664266,4.21563916,-41.1257898,-96.232698,-53.0669082,4.488953524,4.105154909,-0.9,0.46,-5.1,-95.8,-108
Thu_Mar_02_2023,366178,0,0,-2.94942E-05,0.01500918,0.01523703,0.01495619,104.4,27.1,20,9.621398,800,103.1779,0.7243809,4.169947754,-41.3808102,-96.307704,-52.8868938,4.439033928,3.958295411,-0.8,0.47,-5.1,-97.8,-110
Thu_Mar_02_2023,372318,0,0,6.5829E-05,0.01527239,0.01522841,0.01520763,102.6,27,20,9.621398,800,103.1779,0.6509125,4.213356445,-41.6508318,-99.157932,-55.4671002,4.486459571,4.155259914,-0.8,0.48,-5.1,-99.2,-111.4
Thu_Mar_02_2023,378459,0,0,5.27989E-05,0.01529198,0.01516,0.01497058,102,27.1,20,9.621398,800,103.1779,0.7239588,4.257100098,-42.828426,-100.13301,-55.264584,4.534251172,4.084421803,-0.8,0.49,-5.1,-99.8,-112
Thu_Mar_02_2023,384601,0,0,-6.8502E-06,0.01515298,0.01518172,0.01525751,100,27.1,20,9.621398,800,103.1779,0.5411857,4.191223633,-43.6009878,-99.607968,-53.9669802,4.462278633,4.058505421,-0.9,0.5,-5.1,-100,-112.2
Thu_Mar_02_2023,390740,0,0,-1.73795E-05,0.01517411,0.01511472,0.01470255,101,27.1,20,9.621398,800,103.1779,0.6842077,4.250156738,-43.991019,-103.058244,-57.027225,4.526665288,4.101699391,-0.8,0.51,-5.1,-101.9,-114.1
Thu_Mar_02_2023,396880,0,0,-2.96049E-05,0.01531058,0.01509549,0.01522379,99.1,27.1,20,9.621398,800,103.1779,0.7926362,4.282092285,-44.4335544,-103.13325,-56.6596956,4.561556086,4.252014407,-0.8,0.52,-5.1,-103.8,-116
Thu_Mar_02_2023,403009,0,0,2.88996E-05,0.01496175,0.01496554,0.01507748,99,27.1,20,9.621398,800,103.1779,0.648492,4.294103516,-45.0261018,-103.50828,-56.4421782,4.574678811,4.281386306,-0.8,0.53,-5.1,-105.7,-117.9
Thu_Mar_02_2023,409146,0,0,-1.11736E-05,0.01511724,0.0151475,0.01507865,97.5,27.1,20,9.621398,800,103.1779,0.4504162,4.290120117,-44.9360946,-105.0084,-58.0323054,4.570326797,4.226098025,-0.8,0.54,-5.1,-103.4,-115.6
Thu_Mar_02_2023,415288,0,0,-1.11736E-05,0.01511724,0.0151475,0.01507865,97.5,27.1,20,9.621398,800,103.1779,0.4504162,4.344319336,-46.391211,-107.333586,-58.902375,4.629541501,4.283114065,-0.8,0.55,-5.1,-107,-119.2
Thu_Mar_02_2023,421427,0,0,-1.11736E-05,0.01511724,0.0151475,0.01507865,97.5,27.1,20,9.621398,800,103.1779,0.4504162,4.356232422,-46.2637008,-105.908472,-57.6047712,4.642557,4.319397,-0.8,0.56,-5.1,-108.8,-121
Thu_Mar_02_2023,427557,0,0,-1.11736E-05,0.01511724,0.0151475,0.01507865,97.5,27.1,20,9.621398,800,103.1779,0.4504162,4.326392578,-46.3987116,-106.50852,-58.0698084,4.609955838,4.331491312,-0.8,0.57,-5.1,-105.3,-117.5
Thu_Mar_02_2023,433694,0,0,-1.09434E-05,0.01510856,0.01504196,0.01520214,90.6,27.1,20,9.621398,800,103.1779,0.7431642,4.341141113,-46.7437392,-107.333586,-58.5498468,4.626069172,4.322852518,-0.8,0.58,-5.1,-107.1,-119.3
Thu_Mar_02_2023,445928,0,0,-6.19987E-05,0.01498521,0.01518076,0.01481643,90.3,27.1,20,9.621398,800,103.1779,0.8623225,4.36523291,-46.8337464,-107.333586,-58.4598396,4.652390375,4.252014407,-0.8,0.59,-5.1,-108,-120.2
Thu_Mar_02_2023,452069,0,0,-4.77374E-05,0.01495734,0.01494064,0.0150303,91.3,27.1,20,9.621398,800,103.1779,0.7685901,4.336097168,-47.141271,-108.683694,-59.502423,4.62055847,4.248558889,-0.8,0.6,-5.1,-109.4,-121.6
Thu_Mar_02_2023,458210,0,0,6.80418E-06,0.01494357,0.01522985,0.01505099,91.4,27.1,20,9.621398,800,103.1779,0.7892422,4.331020996,-46.1361906,-107.483598,-59.3074074,4.61501256,4.295208377,-0.8,0.61,-5.1,-108.2,-120.4
Thu_Mar_02_2023,464350,0,0,-3.30661E-06,0.01497495,0.01497767,0.01484692,90,27.1,20,9.621398,800,103.1779,0.6729157,4.253070801,-46.1511918,-108.7587,-59.652435,4.529849012,4.355679935,-0.8,0.62,-5.1,-107.6,-119.8
Thu_Mar_02_2023,470490,0,0,-1.84277E-05,0.01501183,0.01519606,0.01510596,91,27,20,9.621398,800,103.1779,0.8594642,4.386982422,-47.8613286,-109.583766,-59.6824374,4.676152542,4.267564236,-0.8,0.63,-5.1,-109.6,-121.8
Thu_Mar_02_2023,476632,0,0,5.13022E-05,0.01512024,0.01515614,0.01519724,91,27.1,20,9.621398,800,103.1779,0.5387564,4.362304199,-47.441295,-111.00888,-61.527585,4.649190647,4.220914748,-0.8,0.64,-5.1,-107.1,-119.3
Thu_Mar_02_2023,482771,0,0,-1.19739E-05,0.01506176,0.01503522,0.01510775,89.6,27,20,9.621398,800,103.1779,0.7902179,4.383856934,-47.0062602,-113.484078,-64.4378178,4.672737828,4.167354226,-0.8,0.65,-5.1,-110.6,-122.8
Thu_Mar_02_2023,488913,0,0,6.12323E-05,0.0152088,0.01497054,0.01531779,91.2,27.1,20,9.621398,800,103.1779,0.5345442,4.371085449,-48.228858,-110.333826,-60.064968,4.658784496,4.277930789,-0.8,0.66,-5.1,-110.6,-122.8
Thu_Mar_02_2023,495046,0,0,2.70462E-05,0.01468636,0.01499745,0.01502356,90.7,27.1,20,9.621398,800,103.1779,0.8920593,4.445622559,-47.3962914,-112.13397,-62.6976786,4.740219118,4.214003713,-0.8,0.67,-5.1,-110,-122.2
Thu_Mar_02_2023,501178,0,0,5.67743E-05,0.01531694,0.01513243,0.01533297,92.8,27.1,20,9.621398,800,103.1779,0.7109666,4.425841309,-47.2762818,-111.908952,-62.5926702,4.718607351,4.291752859,-0.8,0.68,-5.1,-111.2,-123.4
Thu_Mar_02_2023,507318,0,0,5.92961E-06,0.01512017,0.01500836,0.01477521,91.9,27,20,9.621398,800,103.1779,0.5862331,4.410932129,-47.6888148,-110.783862,-61.0550472,4.702318506,4.386779593,-0.8,0.69,-5.1,-114.5,-126.7
Thu_Mar_02_2023,513459,0,0,8.65328E-06,0.01495116,0.01522441,0.01481233,92.6,27.1,20,9.621398,800,103.1779,0.769275,4.423794434,-47.591307,-111.308904,-61.677597,4.716371063,4.39196287,-0.8,0.7,-5.1,-113.8,-126
Thu_Mar_02_2023,519599,0,0,-1.14964E-05,0.01517378,0.01504804,0.0148892,91.7,27.1,20,9.621398,800,103.1779,0.6603972,4.428230957,-49.728978,-111.75894,-59.989962,4.721218133,4.303847171,-0.8,0.71,-5.1,-114.7,-126.9
Thu_Mar_02_2023,525740,0,0,4.41478E-05,0.01521828,0.01511124,0.01508537,93.2,27.1,20,9.621398,800,103.1779,0.4578273,4.385731445,-48.6938952,-109.733778,-58.9998828,4.674785803,4.271019754,-0.9,0.72,-5.1,-112.4,-124.6
Thu_Mar_02_2023,531881,0,0,3.25557E-05,0.01514088,0.01501217,0.01493769,93.8,27.1,20,9.621398,800,103.1779,0.8935984,4.379703613,-48.9114126,-111.683934,-60.7325214,4.668200167,4.343585623,-0.8,0.73,-5.1,-111.2,-123.4
Thu_Mar_02_2023,538009,0,0,-2.75451E-06,0.01514804,0.01498404,0.01498698,93,27.1,20,9.621398,800,103.1779,0.743283,4.366124512,-49.6614726,-112.509,-60.8075274,4.653364483,4.322852518,-0.8,0.74,-5.1,-112.1,-124.3
Thu_Mar_02_2023,544146,0,0,3.23635E-05,0.01539209,0.0148564,0.01512838,94.1,27.1,20,9.621398,800,103.1779,0.5908418,3.97847876,-49.241439,-111.00888,-59.727441,4.229846782,4.400601664,-0.8,0.75,-5.1,-112.7,-124.9
Thu_Mar_02_2023,550287,0,0,-2.66631E-05,0.01537379,0.01489619,0.01515354,92.1,27.1,20,9.621398,800,103.1779,0.9421821,4.451812012,-49.7514798,-111.75894,-59.9674602,4.74698133,4.390235111,-0.9,0.76,-5.1,-111.3,-123.5
Thu_Mar_02_2023,556427,0,0,8.54739E-06,0.01511841,0.01486971,0.01513851,93.5,27.1,20,9.621398,800,103.1779,0.4521925,4.451043945,-49.87899,-112.809024,-60.890034,4.746142189,4.433429081,-0.9,0.77,-5.1,-113,-125.2
Thu_Mar_02_2023,562556,0,0,3.03507E-05,0.01491535,0.01503922,0.01525405,93.8,27.1,20,9.621398,800,103.1779,0.6470409,4.402184082,-49.8564882,-112.809024,-60.9125358,4.692760933,4.388507352,-0.8,0.78,-5.1,-113.6,-125.8
Thu_Mar_02_2023,568692,0,0,1.89577E-05,0.01502207,0.01503376,0.0147642,94,27.1,20,9.621398,800,103.1779,0.6926852,4.425330566,-50.1190092,-112.734018,-60.5750088,4.718049346,4.284841824,-0.9,0.79,-5.1,-113.5,-125.7
Thu_Mar_02_2023,586006,20003.69,0.6537821,0.6525964,0.4540598,0.4709916,0.4656899,119,27.1,20,9.621398,800,103.1779,6.569779,0.102541092,10.3958316,91.88235,83.5265184,0.082732192,0.074293628,-0.8,0.1,-5.1,95.2,83
Thu_Mar_02_2023,592147,20001.37,0.6441079,0.6435658,0.4472549,0.461577,0.4583529,134.1,27.1,20,9.621398,800,103.1779,6.705321,0.104826859,10.3208256,92.407392,84.1265664,0.085017959,0.14340398,-0.9,0.11,-5.1,94.9,82.7
Thu_Mar_02_2023,598288,20003.55,0.6382867,0.637544,0.4466349,0.4616375,0.45616,142.4,27.1,20,9.621398,800,103.1779,7.076216,0.105405151,10.350828,91.957356,83.646528,0.085596251,0.070838111,-0.8,0.12,-5.1,94.9,82.7
Thu_Mar_02_2023,604424,20000.35,0.6357111,0.634799,0.4432239,0.458263,0.4527842,148.3,27.1,20,9.621398,800,103.1779,7.122763,0.108749763,10.3583286,91.50732,83.1889914,0.088940863,0.200420021,-0.8,0.13,-5.1,96.2,84
Thu_Mar_02_2023,610554,20001.79,0.633863,0.6337014,0.4412406,0.4566499,0.4521274,151.9,27.1,20,9.621398,800,103.1779,6.818751,0.113374786,10.3733298,91.957356,83.6240262,0.093565886,0.122670875,-0.8,0.14,-5.1,95.7,83.5
Thu_Mar_02_2023,616691,19999.55,0.6280067,0.6274074,0.4327648,0.4515742,0.4468724,155.2,27.1,20,9.621398,800,103.1779,6.717997,0.343493866,10.013301,87.832026,79.858725,0.323684966,0.369740383,-0.8,0.15,-5.1,90.8,78.6
Thu_Mar_02_2023,622832,20001.41,0.6195861,0.6197854,0.4314447,0.4500235,0.4446215,154.8,27.1,20,9.621398,800,103.1779,6.509315,0.630024475,9.37575,82.056564,74.720814,0.610215575,0.57534368,-0.7,0.16,-5.1,85.1,72.9
Thu_Mar_02_2023,628972,20002.46,0.6180228,0.6185844,0.4282907,0.4459977,0.4414223,157.1,27.1,20,9.621398,800,103.1779,6.343976,0.775343079,8.775702,79.356348,72.620646,0.755534179,0.741208525,-0.8,0.17,-5.1,82.7,70.5
Thu_Mar_02_2023,635112,19999.3,0.6040202,0.6051446,0.4212036,0.4341569,0.4310039,152,27.1,20,9.621398,800,103.1779,6.451926,1.307698975,5.6404512,66.830346,63.2298948,1.307698975,1.314824447,-0.9,0.18,-5.1,69.4,57.2
Thu_Mar_02_2023,641253,19999.01,0.5998029,0.598918,0.4185372,0.4325861,0.4274764,152.8,27.1,20,9.621398,800,103.1779,6.022249,1.49425061,4.2453396,61.729938,59.5245984,1.49425061,1.440950839,-0.8,0.19,-5.1,64.6,52.4
Thu_Mar_02_2023,647394,20003.67,0.5970377,0.5971026,0.4149592,0.4303819,0.4247306,149.8,27.1,20,9.621398,800,103.1779,6.070676,1.65835144,1.8526482,56.479518,56.6668698,1.695019601,1.643098619,-0.8,0.2,-5.1,59.5,47.3
Thu_Mar_02_2023,653523,19998.76,0.5921057,0.5910734,0.4103435,0.4250245,0.4204459,145.4,27.1,20,9.621398,800,103.1779,6.367075,1.99820874,-1.8451476,47.178774,51.0639216,2.066326604,1.988650379,-0.8,0.21,-5.1,49.1,36.9
Thu_Mar_02_2023,659675,19998.35,0.5868188,0.5858814,0.4060644,0.4236792,0.4171879,145.2,27.2,20,9.621398,800,103.1779,6.620131,2.335191406,-6.2029962,38.928114,47.1711102,2.43449296,2.237447646,-0.8,0.22,-5.1,40.3,28.1
Thu_Mar_02_2023,665813,20002.01,0.5793062,0.5785019,0.4012307,0.4163499,0.4119111,142.1,27.2,20,9.621398,800,103.1779,6.331316,2.610334717,-10.1483118,31.577526,43.7658378,2.735097473,2.482789396,-0.8,0.23,-5.1,33.5,21.3
Thu_Mar_02_2023,671953,19999.12,0.5752681,0.5748267,0.3988028,0.4154074,0.4090704,138.2,27.2,20,9.621398,800,103.1779,6.155529,2.742052246,-12.3159852,28.052244,42.4082292,2.879003874,2.629648894,-0.9,0.24,-5.1,29.8,17.6
Thu_Mar_02_2023,678078,20003.96,0.5702429,0.5693097,0.3940572,0.4100914,0.4054044,137.7,27.2,20,9.621398,800,103.1779,6.017015,3.000833252,-16.1862948,20.401632,38.6279268,3.161731948,2.847346502,-0.8,0.25,-5.1,21.7,9.5
Thu_Mar_02_2023,684218,19997.47,0.5717371,0.5702941,0.3904379,0.4124666,0.4046009,133.6,27.2,20,9.621398,800,103.1779,5.906764,3.215098145,-19.8840906,13.50108,35.4251706,3.395824478,3.144521016,-0.8,0.26,-5.1,14.5,2.3
Thu_Mar_02_2023,690360,19999.77,0.5678357,0.5684482,0.3894726,0.410168,0.4024947,130,27.2,20,9.621398,800,103.1779,6.081944,3.256429199,-21.4817184,10.275822,33.7975404,3.440980224,3.229181197,-0.9,0.27,-5.1,12.4,0.2
Thu_Mar_02_2023,696500,20003.78,0.5616715,0.56231,0.3893633,0.4079461,0.4000795,129.1,27.2,20,9.621398,800,103.1779,6.317221,3.458122559,-24.7744818,5.025402,31.8398838,3.661337877,3.28274172,-0.9,0.28,-5.1,5.3,-6.9
Thu_Mar_02_2023,702641,20001.01,0.5584394,0.5588362,0.3873638,0.4049851,0.3990355,123,27.2,20,9.621398,800,103.1779,5.988862,3.584114502,-27.6547122,-0.150012,29.5447002,3.798988858,3.448606565,-0.8,0.29,-5.1,0.7,-11.5
Thu_Mar_02_2023,708781,20000.97,0.5572149,0.5577022,0.3856654,0.4030097,0.3956666,122,27.2,20,9.621398,800,103.1779,5.931833,3.716073242,-30.6924552,-5.62545,27.1070052,3.943158792,3.680126244,-0.8,0.3,-5.1,-3.2,-15.4
Thu_Mar_02_2023,714922,20003.63,0.556209,0.5557731,0.3834737,0.405165,0.3993217,116.9,27.2,20,9.621398,800,103.1779,6.332492,3.756684326,-32.3575884,-7.425594,26.9719944,3.987527943,3.597193822,-0.9,0.31,-5.1,-5.5,-17.7
Thu_Mar_02_2023,721061,20002.83,0.5513132,0.5522847,0.3787634,0.3994395,0.391918,116.1,27.2,20,9.621398,800,103.1779,5.549809,3.843746582,-35.027802,-11.025882,26.04192,4.082646763,3.792430566,-0.9,0.32,-5.1,-8.4,-20.6
Thu_Mar_02_2023,727212,19998.66,0.5515182,0.5515878,0.380931,0.3945075,0.392805,111.3,27.2,20,9.621398,800,103.1779,5.897305,3.974642822,-37.4579964,-15.976278,23.5217184,4.225655875,3.8874573,-0.8,0.33,-5.1,-12.8,-25
Thu_Mar_02_2023,733353,20001.62,0.5520985,0.5513605,0.3782216,0.3942897,0.3911077,109.6,27.3,20,9.621398,800,103.1779,5.577925,4.040138428,-38.3580684,-17.25138,23.1466884,4.29721231,3.806252636,-0.8,0.34,-5.1,-15.4,-27.6
Thu_Mar_02_2023,739494,19999.68,0.5471725,0.5465672,0.3764435,0.3979561,0.3922243,105.3,27.3,20,9.621398,800,103.1779,5.762947,4.10351416,-40.2332184,-20.851668,21.4215504,4.366452704,3.877090747,-0.8,0.35,-5.1,-19.1,-31.3
Thu_Mar_02_2023,745634,19999.67,0.5473652,0.5478605,0.3778286,0.3929644,0.3880813,103.2,27.3,20,9.621398,800,103.1779,5.519274,4.134510254,-42.1608726,-22.87683,21.3240426,4.400317113,4.105154909,-0.9,0.36,-5.1,-22.4,-34.6
Thu_Mar_02_2023,751775,20002.21,0.5449029,0.5453184,0.3774303,0.3944577,0.388717,100.1,27.3,20,9.621398,800,103.1779,5.734557,4.225737305,-43.8560082,-25.052004,20.8440042,4.49998613,4.186359572,-0.9,0.37,-5.1,-22.6,-34.8
Thu_Mar_02_2023,757916,20003,0.5421886,0.5422447,0.3736382,0.3908651,0.3850981,98.9,27.3,20,9.621398,800,103.1779,5.871045,4.275181641,-45.941175,-27.452196,20.528979,4.554005944,4.208820437,-0.8,0.38,-5.1,-27.7,-39.9
Thu_Mar_02_2023,764048,20003.3,0.5401119,0.539731,0.3715634,0.3908677,0.384088,95.8,27.3,20,9.621398,800,103.1779,5.518469,4.306031738,-46.691235,-28.652292,20.078943,4.587710847,4.201909402,-0.9,0.39,-5.1,-28.9,-41.1
Thu_Mar_02_2023,770180,19998.76,0.5404529,0.5404252,0.3717617,0.3888792,0.3833735,93.1,27.3,20,9.621398,800,103.1779,5.741678,4.375565918,-49.0614246,-31.277502,19.8239226,4.663679578,4.336674588,-0.9,0.4,-5.1,-30.9,-43.1
