Time,Time (ms),Motor speed (rpm),BLDC Q curent for monitoring,Filtered Q current (A),BLDC Ph A amps (abs) (A),BLDC Ph B amps (abs) (A),BLDC Ph C amps (abs) (A),Purge pressure (mHg),ivp purge temperature (C),Purge add flow rate (mlph),Purge add speed (rpm),Purge circulate flow rate (mlph),Purge circulate speed (rpm),BLDC watts (W),Flow (lpm),Input pressure (mmHg),Output pressure (mmHg),Net pressure (mmHg)
Wed Nov 16 2022,17313,19999.87,0.6345866,0.6348703,0.4409902,0.4537723,0.4576927,0.6543,28.3,20,9.621398,800,103.1779,6.382995,5.120753968,47.87597656,34.97558594,-12.56039063
Wed Nov 16 2022,23441,19998.34,0.6333522,0.6333371,0.4397615,0.4522624,0.4558555,0.6398,28.2,20,9.621398,800,103.1779,6.417611,5.116357143,48.2421875,34.51171875,-13.39046875
Wed Nov 16 2022,29574,19998.34,0.6325151,0.6327192,0.4364718,0.448633,0.4505064,0.6383,28.2,20,9.621398,800,103.1779,6.255744,5.102952381,48.60839844,34.74365234,-13.52474609
Wed Nov 16 2022,35706,19999.69,0.6324924,0.6330248,0.4394626,0.4525203,0.4543099,0.5985,28.2,20,9.621398,800,103.1779,6.38405,5.107444444,48.2421875,35.43945313,-12.46273438
Wed Nov 16 2022,41844,20000.33,0.6289847,0.6287106,0.4377927,0.4500527,0.454688,0.5964,28.1,20,9.621398,800,103.1779,6.257179,5.100428571,48.85253906,34.51171875,-14.00082031
Wed Nov 16 2022,47981,19998.57,0.6304381,0.6301745,0.4379305,0.4495,0.4549599,0.574,28.1,20,9.621398,800,103.1779,6.164526,5.107746032,47.87597656,34.04785156,-13.488125
Wed Nov 16 2022,54111,20002.32,0.6297204,0.6291222,0.4395075,0.4504265,0.4547947,0.5699,28,20,9.621398,800,103.1779,6.013122,5.097468254,48.97460938,34.74365234,-13.89095703
Wed Nov 16 2022,60240,20002.15,0.6285279,0.6283633,0.4373368,0.4503089,0.4538303,0.6057,28,20,9.621398,800,103.1779,6.178932,5.092395161,48.2421875,35.43945313,-12.46273438
Wed Nov 16 2022,66368,19998.18,0.6306986,0.629908,0.4357302,0.4468234,0.4522084,0.5586,27.9,20,9.621398,800,103.1779,6.298748,5.107920635,48.73046875,35.20751953,-13.18294922
Wed Nov 16 2022,72502,19998.34,0.6299359,0.6303223,0.4353893,0.446145,0.4501616,0.5839,27.8,20,9.621398,800,103.1779,6.649559,5.094714286,47.50976563,34.74365234,-12.42611328
Wed Nov 16 2022,78641,19998.15,0.6286956,0.6295495,0.4377721,0.4484766,0.4529531,0.5925,27.8,20,9.621398,800,103.1779,6.530626,5.094809917,48.60839844,36.13525391,-12.13314453
Wed Nov 16 2022,84774,20000.33,0.629307,0.6288934,0.4361494,0.4491189,0.4541771,0.57,27.7,20,9.621398,800,103.1779,6.077707,5.087567797,49.70703125,36.3671875,-12.99984375
Wed Nov 16 2022,90909,19997.74,0.6278292,0.6292456,0.4342867,0.4453356,0.449429,0.5946,27.7,20,9.621398,800,103.1779,6.076027,5.089730159,48.97460938,36.83105469,-11.80355469
Wed Nov 16 2022,97037,19998.34,0.6274073,0.6275507,0.434346,0.4468332,0.4506663,0.5842,27.6,20,9.621398,800,103.1779,6.091677,5.081904762,49.95117188,36.59912109,-13.01205078
Wed Nov 16 2022,103176,20001.76,0.62745,0.6271303,0.4352092,0.448524,0.4539577,0.5923,27.6,20,9.621398,800,103.1779,6.298766,5.081253968,48.2421875,36.59912109,-11.30306641
Wed Nov 16 2022,109317,20000.28,0.6279353,0.6281836,0.4380256,0.4522254,0.4537184,0.588,27.6,20,9.621398,800,103.1779,6.192122,5.060896825,50.43945313,37.29492188,-12.80453125
Wed Nov 16 2022,115450,19997.29,0.6262955,0.627152,0.4354998,0.4445164,0.4506988,0.567,27.5,20,9.621398,800,103.1779,6.299757,5.048301587,50.56152344,37.75878906,-12.46273438
Wed Nov 16 2022,121589,20003.64,0.6230053,0.6230778,0.4337981,0.4463712,0.449186,0.5791,27.5,20,9.621398,800,103.1779,6.157013,5.03610084,50.92773438,37.99072266,-12.59701172
Wed Nov 16 2022,127721,19998.52,0.6256987,0.6255003,0.4351606,0.445686,0.4501462,0.5417,27.4,20,9.621398,800,103.1779,6.274301,5.036412698,50.1953125,38.22265625,-11.63265625
Wed Nov 16 2022,133851,19998.51,0.6240165,0.624099,0.4341355,0.4461022,0.4492106,0.5497,27.4,20,9.621398,800,103.1779,6.04887,5.023764228,50.1953125,38.22265625,-11.63265625
Wed Nov 16 2022,139990,20000.56,0.6231685,0.6230923,0.4342403,0.4467643,0.449247,0.5813,27.4,20,9.621398,800,103.1779,6.117854,5.02152381,51.78222656,39.61425781,-11.82796875
Wed Nov 16 2022,146128,19998.38,0.6248117,0.624903,0.4309926,0.4427768,0.4480869,0.5492,27.3,20,9.621398,800,103.1779,6.306797,4.998161017,51.04980469,39.84619141,-10.86361328
Wed Nov 16 2022,152273,19996.55,0.6240286,0.6249795,0.432357,0.4437,0.4491675,0.5884,27.3,20,9.621398,800,103.1779,6.143613,4.98312,52.27050781,40.54199219,-11.38851563
Wed Nov 16 2022,158411,20003.12,0.621836,0.621554,0.4316683,0.443249,0.4472644,0.5897,27.3,20,9.621398,800,103.1779,6.115183,4.977349206,52.02636719,40.078125,-11.60824219
Wed Nov 16 2022,164539,20001.02,0.6223423,0.6220431,0.4325333,0.444771,0.4492506,0.5712,27.3,20,9.621398,800,103.1779,6.327199,4.952302521,52.75878906,41.93359375,-10.48519531
Wed Nov 16 2022,170670,19998.34,0.6223332,0.6225984,0.4311874,0.4436744,0.4481843,0.5732,27.2,20,9.621398,800,103.1779,6.190623,4.946735537,53.24707031,42.62939453,-10.27767578
Wed Nov 16 2022,176805,19999.13,0.621769,0.6221685,0.4317832,0.4425008,0.4439828,0.5418,27.2,20,9.621398,800,103.1779,6.115393,4.91684,53.00292969,43.09326172,-9.569667969
Wed Nov 16 2022,182949,20002.18,0.6214498,0.6211421,0.4270036,0.441712,0.4450767,0.5436,27.2,20,9.621398,800,103.1779,5.982682,4.905103175,52.51464844,43.09326172,-9.081386719
Wed Nov 16 2022,189074,19999.3,0.621692,0.6221649,0.4324808,0.4435972,0.4497127,0.565,27.2,20,9.621398,800,103.1779,6.012682,4.888984127,54.46777344,44.02099609,-10.10677734
Wed Nov 16 2022,195213,20000.33,0.6228713,0.6226503,0.4301744,0.4430598,0.4459464,0.544,27.2,20,9.621398,800,103.1779,6.093907,4.883572581,54.83398438,45.41259766,-9.081386719
Wed Nov 16 2022,201352,19998.87,0.6213605,0.6211503,0.4315248,0.445475,0.4494765,0.5876,27.1,20,9.621398,800,103.1779,6.234068,4.848650794,55.93261719,46.10839844,-9.48421875
Wed Nov 16 2022,207485,20000.25,0.6215535,0.6219007,0.4287769,0.4400474,0.4460672,0.5894,27.1,20,9.621398,800,103.1779,6.486207,4.821619048,56.17675781,48.19580078,-7.640957031
Wed Nov 16 2022,213617,19999.04,0.6216013,0.6215665,0.4316979,0.4424453,0.4472754,0.5551,27.1,20,9.621398,800,103.1779,6.169464,4.807484127,56.42089844,49.12353516,-6.957363281
Wed Nov 16 2022,219750,19998.34,0.6213878,0.6212639,0.4308678,0.4435334,0.4477982,0.5882,27.1,20,9.621398,800,103.1779,6.297859,4.782349206,57.76367188,49.81933594,-7.604335938
Wed Nov 16 2022,225879,20000.33,0.6198886,0.619559,0.4296282,0.4415789,0.44742,0.5996,27.1,20,9.621398,800,103.1779,6.277974,4.722587302,58.25195313,52.13867188,-5.77328125
Wed Nov 16 2022,232013,20000.36,0.6197709,0.6193577,0.4301964,0.4413992,0.44547,0.5676,27,20,9.621398,800,103.1779,5.994457,4.687811475,60.20507813,53.06640625,-6.798671875
Wed Nov 16 2022,238142,19998.62,0.6210876,0.6207584,0.4295363,0.4443202,0.4473707,0.586,27,20,9.621398,800,103.1779,6.143734,4.634845528,61.05957031,54.921875,-5.797695313
Wed Nov 16 2022,244278,19996.8,0.6222519,0.6223746,0.4309074,0.442812,0.4477869,0.6031,27,20,9.621398,800,103.1779,6.17422,4.557168,62.76855469,58.86474609,-3.563808594
Wed Nov 16 2022,250424,20000.33,0.6210098,0.6206651,0.4311245,0.4418506,0.4460126,0.5575,27,20,9.621398,800,103.1779,5.862858,4.52331746,63.50097656,60.02441406,-3.1365625
Wed Nov 16 2022,256568,20000.32,0.6228063,0.6227248,0.4323266,0.4450506,0.4480687,0.5728,27,20,9.621398,800,103.1779,6.115961,4.446865079,64.72167969,62.34375,-2.037929688
Wed Nov 16 2022,262699,20001.48,0.6241866,0.6234426,0.43245,0.4453283,0.4494465,0.5912,26.9,20,9.621398,800,103.1779,6.333996,4.383103175,66.91894531,65.35888672,-1.220058594
Wed Nov 16 2022,268833,19998.39,0.6264313,0.6263492,0.4341853,0.4455898,0.4501363,0.6015,26.9,20,9.621398,800,103.1779,6.205371,4.264211382,69.36035156,69.30175781,0.28140625
Wed Nov 16 2022,274969,20001.5,0.6261234,0.6251652,0.4351728,0.4465321,0.4480428,0.6037,26.9,20,9.621398,800,103.1779,6.083389,4.176619048,70.703125,72.31689453,1.953769531
